北京联通-组播1,#genre#
无线功夫,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
无线星河粤,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
无线星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
千禧经典,http://cdn9.163189.xyz/smt1.1.php?id=Tvbclassic
千禧经典,http://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港_C+_,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
台视闽南,rtmp://f13h.mine.nu/sat/tv071
momoTV,rtmp://f13h.mine.nu/sat/tv761
美亚电影频粤,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
中天新聞,http://222.128.55.152:9080/live/fc.m3u8

澳视卫星,http://cdn.163189.xyz/live/as/stream.m3u8
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
RHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
耀才财经频道,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
中天新闻频高,https://gdfire2.67890123.cn:8088/live/ztxw.m3u8
中天新闻频加,https://gdfire2.67890123.cn:8088/live/ztxw2.m3u8
Now新闻频粤,https://gdfire2.67890123.cn:8088/live/nowxw.m3u8
TVB翡翠频高,https://gdfire2.67890123.cn:8088/live/jade.m3u8
凤凰香港频高,https://cdn6.163189.xyz/live/fhhk/stream.m3u8
有线综合频粤,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
无线千禧频标,http://php.jdshipin.com/smt.php?id=Tvbclassic
无线明珠粤高,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
无线明珠粤高,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
无线明珠英标,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
八度空间频高,https://cdn6.163189.xyz/live/8tv/stream.m3u8
八度空间频标,http://php.jdshipin.com/smt.php?id=TV8
新加CHU频高,https://cdn6.163189.xyz/live/chu/stream.m3u8
新加CH5频高,https://cdn6.163189.xyz/live/ch5/stream.m3u8
有线综合粤高,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv2
无线翡翠频标,http://php.jdshipin.com/PLTV/iptv.php?id=fct
无线华丽国标,http://php.jdshipin.com/PLTV/iptv.php?id=huali
无线明珠频标,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
无线明珠频标,http://cdn5.132.us.kg/live/mzt/stream.m3u8
无线娱乐频标,http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
无线星河频标,http://php.jdshipin.com/PLTV/iptv.php?id=xinghe
VIUTV粤频标,http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8
翡翠台北美版(TVB J1),http://php.jdshipin.com/TVOD/iptv.php?id=j1
TVB J1,http://php.jdshipin.com/TVOD/iptv.php?id=tvbj1
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
TVB Plus,https://cdn.163189.xyz/live/tvbp/stream.m3u8
TVB Plus,https://cdn.163189.xyz/live/?id=tvbp
TVB Plus,http://cdn5.1678520.xyz/live/?id=tvbp
TVB Plus,http://php.jdshipin.com:8880/PLTV/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
VIUTV,http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2

重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK31,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RTHK32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
CH5,https://cdn6.163189.xyz/live/ch5/stream.m3u8
CH8,https://cdn6.163189.xyz/live/ch8/stream.m3u8
CHU,https://cdn6.163189.xyz/live/chu/stream.m3u8
亚洲武侠,http://v2hcdn.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w1001.m3u8
TVB生活台,http://v2hcdn.jdshipin.com/finance2/finance2.stream/chunklist_w1002.m3u8
TVB娱乐新闻台,http://v2hcdn.jdshipin.com/enew/enew.stream/chunklist_w1003.m3u8
龙华卡通,https://cdn8.163189.xyz/live/lhkt/stream.m3u8
龙华偶像,https://cdn8.163189.xyz/live/lhox/stream.m3u8
龙华戏剧,https://cdn8.163189.xyz/live/lhxj/stream.m3u8
龙华洋片,https://cdn8.163189.xyz/live/lhyp/stream.m3u8
创世电视,https://cdn.deepcore.online/hlsme/ctv_hk.m3u8
TVBJ1,https://cdn3.163189.xyz/live/j1/stream.m3u8
TVBJ1,http://cdn5.1678520.xyz/live/?id=j1
TVBJ1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
亚洲卫视,http://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8
亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8?zbid=2046370057&tpid=330913109&type=0
星空卫视国际,http://13457610200.8866.org:2018/live/星空国际/index.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
香港环球卫视,rtmp://live.pyscripter.com/HKgstv_com/www_hkgstv_com?auth_key=6001723702257-0-0-1a56ccd327477eb45e7da54c8be2a6b5
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
Now体育1,http://erp.giihgtidg.com:8080/live/nowty01.m3u8
Now体育2,https://gdfire2.67890123.cn:8088/live/nowty101.m3u8
Now体育3,https://gdfire2.67890123.cn:8088/live/nowty201.m3u8
东森新闻,https://gdfire2.67890123.cn:8088/live/dsxw01.m3u8
中天新闻,https://gdfire2.67890123.cn:8088/live/ztxw01.m3u8
中天新闻2,https://gdfire2.67890123.cn:8088/live/ztxw201.m3u8
寰宇新闻,https://gdfire2.67890123.cn:8088/live/hyxw01.m3u8
Now新闻,https://gdfire2.67890123.cn:8088/live/nowxw01.m3u8
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来育乐,rtmp://9hv9.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
MoMoTV,rtmp://f13h.mine.nu/sat/tv761
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741
GOODTV好消息,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
深圳电视台,http://38.64.72.148:80/hls/modn/list/4007/chunklist1.m3u8
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist1.m3u8
中旺电视,http://38.64.72.148:80/hls/modn/list/4010/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8
中天娱乐HD,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
音乐频道,http://61.221.215.25:8800/hls/49/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
3a,#genre#
myTV SUPER 18台,http://bxtv.3a.ink/api.php?id=18
TVB Plus,http://bxtv.3a.ink/api.php?id=tvbp
明珠台,http://bxtv.3a.ink/api.php?id=mz
無線新聞台,http://bxtv.3a.ink/api.php?id=wxxw
美亞電影台,http://bxtv.3a.ink/api.php?id=meiya
PopC,http://bxtv.3a.ink/api.php?id=popc
VIUTV,http://bxtv.3a.ink/api.php?id=viutv
千禧經典台,http://bxtv.3a.ink/api.php?id=qxjd
翡翠台,http://bxtv.3a.ink/api.php?id=fct
鳳凰衛視中文台,http://bxtv.3a.ink/api.php?id=fhzw
鳳凰衛視資訊台,http://bxtv.3a.ink/api.php?id=fhzx
鳳凰衛視香港台,http://bxtv.3a.ink/api.php?id=fhhk
NOW新闻,http://bxtv.3a.ink/api.php?id=now
广东体育,http://bxtv.3a.ink/api.php?id=gdty
广东珠江,http://bxtv.3a.ink/api.php?id=gdzj
中天新聞台,http://bxtv.3a.ink/api.php?id=ztxw
影视频道,#genre#
CHC影迷电影,http://kkk.888.3116598.xyz/api.php?n=6887925&id=4xVXzz&tk=uVpEJ37ah2Aq
CHC动作电影,http://kkk.888.3116598.xyz/api.php?n=6887925&id=w2Ms70&tk=uVpEJ37ah2Aq
CHC家庭影院,http://kkk.888.3116598.xyz/api.php?n=6887925&id=xvAnyv&tk=uVpEJ37ah2Aq
CHC影迷电影,http://kkk.888.3116598.xyz/api.php?n=6887925&id=PWt4UL&tk=uVpEJ37ah2Aq
CHC动作电影,http://kkk.888.3116598.xyz/api.php?n=6887925&id=DDbcYG&tk=uVpEJ37ah2Aq
CHC家庭影院,http://kkk.888.3116598.xyz/api.php?n=6887925&id=UgxzLB&tk=uVpEJ37ah2Aq
CHC家庭影院,http://m.061899.xyz/mg/jtyy
CHC家庭影院,http://t.061899.xyz/tl/dq.php?id=jtyy
CHC动作电影,http://m.061899.xyz/mg/dzdy
CHC动作电影,http://t.061899.xyz/tl/dq.php?id=dzdy
CHC影迷电影,http://m.061899.xyz/mg/ymdy
CHC影迷电影,http://t.061899.xyz/tl/dq.php?id=ymdy
影迷电影,http://qwt.zhibotv.top:2016/全网通.php?id=CHC影迷电影
影迷电影,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
影迷电影,http://php.jdshipin.com/TVOD/iptv.php?id=chcymdy

家庭影院,http://qwt.zhibotv.top:2016/全网通.php?id=CHC家庭影院
家庭影院,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
家庭影院,http://php.jdshipin.com/TVOD/iptv.php?id=chcjtyy

动作电影,http://qwt.zhibotv.top:2016/全网通.php?id=CHC动作电影
动作电影,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
动作电影,http://php.jdshipin.com/TVOD/iptv.php?id=chcdzdy

动作电影,http://ss.baihuan.online:35455/mgtv/644368714.m3u8
家庭影院,http://ss.baihuan.online:35455/mgtv/644368373.m3u8
影迷电影,http://ss.baihuan.online:35455/mgtv/952383261.m3u8


CHC影迷电影,http://www.520345.xyz:8188/rtp/239.69.1.241:11088
CHC影迷电影,http://112.5.37.130:8880/mgtv/952383261.m3u8
CHC动作电影,http://112.5.37.130:8880/mgtv/644368714.m3u8
CHC家庭影院,http://112.5.37.130:8880/mgtv/644368373.m3u8

CHC影迷电影,http://110.40.39.111:10216/mgtv/952383261.m3u8
CHC动作电影,http://110.40.39.111:10216/mgtv/644368714.m3u8
CHC家庭影院,http://110.40.39.111:10216/mgtv/644368373.m3u8

CHC动作电影,http://8.138.7.223/tv/migu2.php?id=62






